Les joggins des As velainois 02/10/2021
patronne
9.3 km
8826109 0h29m14s
8883298 0h30m45s
8908310 0h31m27s
8919346 0h31m43s
8921519 0h32m44s
8923513 0h32m56s
8925609 0h33m5s
8985550 0h33m12s
8993558 0h33m57s
9026981 0h34m37s
9058075 0h34m49s
9084926 0h34m51s
9121963 0h34m52s
9155325 0h34m59s
9196098 0h35m0s
9251991 0h35m4s
9275178 0h35m56s
9286292 0h35m58s
9314119 0h36m2s
9322985 0h36m3s
9326570 0h36m12s
9384742 0h36m23s
9453648 0h36m24s
9539917 0h36m30s
9672660 0h36m34s
9696221 0h36m39s
9815533 0h36m44s
9857474 0h36m49s
9893392 0h36m49s
9894815 0h36m53s
9931746 0h36m55s
9948811 0h37m0s
9968889 0h37m1s
9990295 0h37m10s
1946533 0h37m31s
1948015 0h37m40s
1948170 0h38m8s
1962388 0h38m8s
1973381 0h38m13s
1995597 0h38m14s
2024352 0h38m15s
2032539 0h38m18s
2057657 0h38m44s
2152062 0h38m48s
2168656 0h38m51s
2210038 0h39m5s
2225619 0h39m15s
2261491 0h39m15s
2263300 0h39m16s
2344645 0h39m17s
2379299 0h39m17s
2412983 0h39m26s
2474881 0h39m30s
2540369 0h39m34s
2578211 0h39m34s
2737815 0h39m37s
2755495 0h39m39s
2784139 0h39m50s
2795061 0h39m51s
2806954 0h40m7s
2842512 0h40m13s
2890248 0h40m21s
2897050 0h40m28s
2912420 0h40m32s
2926867 0h40m40s
2935803 0h40m42s
2938694 0h40m43s
2977528 0h40m44s
3112553 0h40m46s
3125170 0h40m51s
3126428 0h40m56s
3209360 0h40m59s
3306849 0h40m59s
3322297 0h41m2s
3437910 0h41m8s
3439216 0h41m15s
3560654 0h41m18s
3575422 0h41m25s
3632308 0h41m29s
3640078 0h41m32s
3690334 0h41m35s
3697906 0h41m36s
3716126 0h41m51s
3736124 0h41m51s
3755702 0h41m52s
3757724 0h41m55s
3810930 0h41m56s
3816411 0h41m57s
3845273 0h42m3s
3896223 0h42m4s
3909605 0h42m7s
3951015 0h42m23s
3969690 0h42m27s
4033492 0h42m37s
4103663 0h42m47s
4131719 0h42m51s
4250450 0h42m52s
4360578 0h42m54s
4361633 0h42m58s
4458198 0h42m59s
4475079 0h43m1s
4539387 0h43m6s
4622123 0h43m7s
4625124 0h43m8s
4671127 0h43m11s
4699037 0h43m27s
4772910 0h43m46s
4863342 0h43m49s
4898476 0h44m0s
4920628 0h44m2s
4940492 0h44m2s
4965136 0h44m4s
4986604 0h44m7s
5007176 0h44m7s
5017651 0h44m9s
5032770 0h44m12s
5094490 0h44m13s
5139402 0h44m16s
5151005 0h44m18s
5157721 0h44m21s
5312758 0h44m23s
5340135 0h44m24s
5370930 0h44m30s
5371574 0h44m32s
5386906 0h44m32s
5412111 0h44m34s
5427322 0h44m40s
5427388 0h44m46s
5451112 0h44m49s
5552868 0h44m50s
5564017 0h44m59s
5609917 0h45m3s
5631916 0h45m10s
5675473 0h45m14s
5728960 0h45m14s
5773768 0h45m19s
5792123 0h45m20s
5799840 0h45m21s
5800650 0h45m24s
5877576 0h45m24s
5890068 0h45m28s
5897820 0h45m41s
5918842 0h45m43s
6067805 0h45m45s
6211850 0h45m48s
