Les 10 km de Templeuve 04/09/2021
challenge
3437910 0h58m53s 
3439216 0h59m1s  
3560654 0h59m2s  
3575422 0h59m16s 
3632308 0h59m31s 
3640078 0h59m35s 
3690334 0h59m42s 
3697906 0h59m52s 
3716126 0h59m59s 
3736124 1h0m2s   
3755702 1h0m11s  
3757724 1h0m19s  
3810930 1h0m19s  
3816411 1h0m25s  
3845273 1h0m30s  
3896223 1h0m32s  
3909605 1h0m34s  
3951015 1h0m40s  
3969690 1h0m44s  
4033492 1h0m51s  
4103663 1h0m53s  
4131719 1h0m54s  
4250450 1h1m5s   
4360578 1h1m22s  
4361633 1h1m29s  
4458198 1h1m39s  
4475079 1h1m41s  
4539387 1h1m41s  
4622123 1h1m48s  
4625124 1h1m54s  
4671127 1h2m3s   
4699037 1h2m4s   
4772910 1h2m12s  
4863342 1h2m14s  
4898476 1h2m19s  
4920628 1h2m24s  
4940492 1h2m39s  
4965136 1h2m39s  
4986604 1h2m45s  
5007176 1h2m54s  
5017651 1h2m57s  
5032770 1h3m18s  
5094490 1h3m21s  
5139402 1h3m30s  
5151005 1h3m31s  
5157721 1h3m37s  
5312758 1h3m43s  
5340135 1h3m45s  
5370930 1h3m52s  
5371574 1h3m53s  
5386906 1h4m0s   
5412111 1h4m4s   
5427322 1h4m16s  
5427388 1h4m26s  
5451112 1h4m32s  
5552868 1h4m32s  
5564017 1h4m35s  
5609917 1h4m36s  
5631916 1h4m45s  
5675473 1h4m49s  
5728960 1h4m51s  
5773768 1h4m56s  
5792123 1h5m1s   
5799840 1h5m6s   
5800650 1h5m30s  
5877576 1h5m33s  
5890068 1h5m34s  
5897820 1h5m35s  
5918842 1h5m36s  
6067805 1h5m43s  
6211850 1h5m52s  
6229203 1h5m54s  
6271893 1h6m0s   
6319345 1h6m1s   
6443964 1h6m5s   
6528435 1h6m12s  
6565307 1h6m16s  
6565508 1h6m17s  
6712007 1h6m28s  
6729148 1h6m34s  
6734221 1h6m37s  
6735150 1h6m46s  
6761199 1h6m59s  
6800007 1h7m3s   
6840481 1h7m5s   
6847712 1h7m18s  
6892892 1h7m20s  
6939870 1h7m23s  
7031910 1h7m35s  
7033921 1h7m52s  
7066709 1h7m54s  
7094468 1h8m11s  
7132059 1h8m17s  
7148558 1h8m21s  
7153562 1h8m22s  
7184269 1h8m36s  
7186366 1h8m39s  
7199434 1h8m50s  
7218739 1h9m1s   
7297500 1h9m2s   
7341621 1h9m12s  
7345174 1h9m17s  
7351478 1h9m40s  
7362242 1h9m42s  
7375470 1h9m58s  
7394154 1h9m58s  
7400803 1h10m3s  
7481472 1h10m3s  
7482020 1h10m11s 
7489038 1h10m24s 
7564545 1h10m42s 
7588479 1h10m50s 
7631720 1h10m50s 
7642459 1h10m53s 
7758095 1h11m0s  
7778782 1h11m4s  
7784208 1h11m11s 
7800063 1h11m31s 
7987353 1h11m35s 
7992903 1h11m36s 
8017579 1h11m55s 
8022720 1h11m55s 
8026179 1h11m55s 
8135887 1h12m3s  
8189404 1h12m14s 
8194272 1h12m14s 
8207679 1h12m16s 
8223118 1h12m40s 
8252434 1h13m13s 
8282687 1h13m16s 
8304848 1h13m16s 
8335292 1h13m23s 
8363286 1h13m24s 
8400377 1h13m25s 
8435854 1h13m42s 
8460759 1h14m12s 
8474542 1h14m14s 
8536620 1h14m16s 
8597494 1h14m23s 
8614250 1h14m24s 
8652685 1h14m26s 
8682265 1h14m32s 
8731467 1h14m40s 
8778994 1h14m45s 
8826109 1h14m51s 
8883298 1h14m53s 
8908310 1h15m16s 
8919346 1h15m17s 
8921519 1h15m30s 
8923513 1h15m38s 
8925609 1h15m43s 
8985550 1h16m0s  
8993558 1h16m2s  
9026981 1h17m18s 
9058075 1h17m19s 
9084926 1h17m24s 
9121963 1h17m42s 
9155325 1h17m59s 
9196098 1h18m2s  
9251991 1h19m15s 
